Index,Stream,OpDirn,ByteSize,Locality,Reg_Addr,Reg_Name,Reg_Payload,Tag,CmdSize,CmdCode/ResponseCode,Cmd_Name/Response_Name,Cmd_Payload/Response_Payload
1603,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1604,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1604,MISO,READ,4,0,0x018,TPM_STS,94 09 00 04,,,,,
1602,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1602,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00,0x8002,19,0x0,SUCCESS,00 00 00 00 00 00 01 00 00
1606,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1606,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1607,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1607,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1608,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1608,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1609,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1609,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1610,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1610,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
1611,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1611,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
1612,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1612,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1613,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1613,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
1614,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1614,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
1615,MOSI,WRITE,22,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,TPMI_ST_COMMAND_TAG.NO_SESSIONS,22,TPM_CC.GetCapability,GetCapability,00 00 00 05 00 00 00 00 00 00 00 01
1615,MISO,WRITE,22,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
1616,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1616,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1617,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1617,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1618,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
1618,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1619,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1619,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1620,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1620,MISO,READ,4,0,0x018,TPM_STS,94 1F 00 04,,,,,
1622,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1622,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1623,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1623,MISO,READ,4,0,0x018,TPM_STS,94 15 00 04,,,,,
1621,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1621,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,0x8001,31,0x0,SUCCESS,00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
1625,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1625,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1626,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1626,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1627,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1627,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1628,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1628,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1629,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1629,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
1630,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1630,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
1631,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1631,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1632,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1632,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
1633,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1633,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
1634,MOSI,WRITE,22,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,TPMI_ST_COMMAND_TAG.NO_SESSIONS,22,TPM_CC.GetCapability,GetCapability,00 00 00 06 00 00 01 12 00 00 00 01
1634,MISO,WRITE,22,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
1635,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1635,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1636,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1636,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1637,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
1637,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1638,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1638,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1639,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1639,MISO,READ,4,0,0x018,TPM_STS,94 1B 00 04,,,,,
1641,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1641,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1642,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1642,MISO,READ,4,0,0x018,TPM_STS,94 11 00 04,,,,,
1640,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1640,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18,0x8001,27,0x0,SUCCESS,01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
1644,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1644,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1645,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1645,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1646,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1646,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1647,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1647,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1648,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1648,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
1649,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1649,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
1650,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1650,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1651,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1651,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
1652,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1652,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
1653,MOSI,WRITE,64,0,0x024,TPM_DATA_FIFO,80 02 00 00 00 41 00 00 01 82 00 00 00 04 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B 3D 67 72 B4 F8 4E D4 75 95 D7 2A 2C 4C 5F FD 15 F5 BB 72 C7 50 7F E2 6F 2A AE E2 C6 9D 56 33 BA,TPMI_ST_COMMAND_TAG.SESSIONS,65,TPM_CC.PCR_Extend,PCR_Extend,00 00 00 04 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B 3D 67 72 B4 F8 4E D4 75 95 D7 2A 2C 4C 5F FD 15 F5 BB 72 C7 50 7F E2 6F 2A AE E2 C6 9D 56 33 BA
1653,MISO,WRITE,64,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
1655,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1655,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1656,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1656,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1657,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
1657,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1658,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1658,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1659,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1659,MISO,READ,4,0,0x018,TPM_STS,94 13 00 04,,,,,
1661,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1661,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1662,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1662,MISO,READ,4,0,0x018,TPM_STS,94 09 00 04,,,,,
1660,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1660,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00,0x8002,19,0x0,SUCCESS,00 00 00 00 00 00 01 00 00
1664,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1664,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1665,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1665,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1666,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1666,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1667,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1667,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1668,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1668,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
1669,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1669,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
1670,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1670,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1671,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1671,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
1672,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1672,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
1673,MOSI,WRITE,22,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,TPMI_ST_COMMAND_TAG.NO_SESSIONS,22,TPM_CC.GetCapability,GetCapability,00 00 00 05 00 00 00 00 00 00 00 01
1673,MISO,WRITE,22,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
1674,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1674,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1675,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1675,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1676,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
1676,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1677,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1677,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1678,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1678,MISO,READ,4,0,0x018,TPM_STS,94 1F 00 04,,,,,
1680,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1680,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1681,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1681,MISO,READ,4,0,0x018,TPM_STS,94 15 00 04,,,,,
1679,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1679,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,0x8001,31,0x0,SUCCESS,00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
1683,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1683,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1684,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1684,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1685,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1685,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1686,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1686,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1687,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1687,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
1688,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1688,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
1689,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1689,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1690,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1690,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
1691,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1691,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
1692,MOSI,WRITE,22,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,TPMI_ST_COMMAND_TAG.NO_SESSIONS,22,TPM_CC.GetCapability,GetCapability,00 00 00 06 00 00 01 12 00 00 00 01
1692,MISO,WRITE,22,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
1693,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1693,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1694,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1694,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1695,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
1695,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1696,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1696,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1697,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1697,MISO,READ,4,0,0x018,TPM_STS,94 1B 00 04,,,,,
1699,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1699,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1700,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1700,MISO,READ,4,0,0x018,TPM_STS,94 11 00 04,,,,,
1698,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1698,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18,0x8001,27,0x0,SUCCESS,01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
1702,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1702,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1703,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1703,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1704,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1704,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1705,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1705,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1706,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1706,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
1707,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1707,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
1708,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1708,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1709,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1709,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
1710,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1710,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
1711,MOSI,WRITE,53,0,0x024,TPM_DATA_FIFO,80 02 00 00 00 35 00 00 01 82 00 00 00 01 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 04 98 F7 0B 50 8C B2 7E 6B C3 EC 05 DA AC 4C 64 EC E4 C3 63 01,TPMI_ST_COMMAND_TAG.SESSIONS,53,TPM_CC.PCR_Extend,PCR_Extend,00 00 00 01 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 04 98 F7 0B 50 8C B2 7E 6B C3 EC 05 DA AC 4C 64 EC E4 C3 63 01
1711,MISO,WRITE,53,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
1712,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1712,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1713,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1713,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1714,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
1714,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1715,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1715,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1716,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1716,MISO,READ,4,0,0x018,TPM_STS,94 13 00 04,,,,,
1718,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1718,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1719,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1719,MISO,READ,4,0,0x018,TPM_STS,94 09 00 04,,,,,
1717,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1717,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00,0x8002,19,0x0,SUCCESS,00 00 00 00 00 00 01 00 00
1721,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1721,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1722,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1722,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1723,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1723,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1724,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1724,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1725,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1725,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
1726,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1726,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
1727,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1727,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1728,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1728,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
1729,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1729,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
1730,MOSI,WRITE,22,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,TPMI_ST_COMMAND_TAG.NO_SESSIONS,22,TPM_CC.GetCapability,GetCapability,00 00 00 05 00 00 00 00 00 00 00 01
1730,MISO,WRITE,22,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
1731,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1731,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1732,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1732,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1733,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
1733,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1734,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1734,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1735,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1735,MISO,READ,4,0,0x018,TPM_STS,94 1F 00 04,,,,,
1737,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1737,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1738,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1738,MISO,READ,4,0,0x018,TPM_STS,94 15 00 04,,,,,
1736,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1736,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,0x8001,31,0x0,SUCCESS,00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
1740,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1740,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1741,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1741,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1742,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1742,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1743,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1743,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1744,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1744,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
1745,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1745,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
1746,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1746,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1747,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1747,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
1748,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1748,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
1749,MOSI,WRITE,22,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,TPMI_ST_COMMAND_TAG.NO_SESSIONS,22,TPM_CC.GetCapability,GetCapability,00 00 00 06 00 00 01 12 00 00 00 01
1749,MISO,WRITE,22,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
1750,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1750,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1751,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1751,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1752,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
1752,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1753,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1753,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1754,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1754,MISO,READ,4,0,0x018,TPM_STS,94 1B 00 04,,,,,
1756,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1756,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1757,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1757,MISO,READ,4,0,0x018,TPM_STS,94 11 00 04,,,,,
1755,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1755,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18,0x8001,27,0x0,SUCCESS,01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
1759,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1759,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1760,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1760,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1761,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1761,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1762,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1762,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1763,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1763,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
1764,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1764,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
1765,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1765,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1766,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1766,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
1767,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1767,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
