Index,Stream,OpDirn,ByteSize,Locality,Reg_Addr,Reg_Name,Reg_Payload,Tag,CmdSize,CmdCode/ResponseCode,Cmd_Name/Response_Name,Cmd_Payload/Response_Payload
893,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
894,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
894,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
895,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
895,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
896,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
896,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
897,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
897,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
898,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
898,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
899,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
899,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
900,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
900,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
902,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
902,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
903,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
903,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
904,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
904,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
905,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
905,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
906,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
906,MISO,READ,4,0,0x018,TPM_STS,94 1F 00 04,,,,,
908,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
908,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
909,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
909,MISO,READ,4,0,0x018,TPM_STS,94 15 00 04,,,,,
907,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
907,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,0x8001,31,0x0,SUCCESS,00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
911,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
911,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
912,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
912,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
913,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
913,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
914,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
914,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
915,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
915,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
916,MOSI,READ,1,0,0x01C,RESERVED,00,,,,,
916,MISO,READ,1,0,0x01C,RESERVED,04,,,,,
917,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
917,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
918,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
918,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
919,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
919,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
920,MOSI,WRITE,22,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,TPMI_ST_COMMAND_TAG.NO_SESSIONS,22,TPM_CC.GetCapability,GetCapability,00 00 00 06 00 00 01 12 00 00 00 01
920,MISO,WRITE,22,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
921,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
921,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
922,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
922,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
923,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
923,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
924,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
924,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
925,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
925,MISO,READ,4,0,0x018,TPM_STS,94 1B 00 04,,,,,
927,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
927,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
928,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
928,MISO,READ,4,0,0x018,TPM_STS,94 11 00 04,,,,,
929,MOSI,READ,25,0,0x034,TPM_DATA_CSUM_ENABLE,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
929,MISO,READ,25,0,0x034,TPM_DATA_CSUM_ENABLE,01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18,,,,,
930,MOSI,WRITE,1,0,0x01C,RESERVED,40,,,,,
930,MISO,WRITE,1,0,0x01C,RESERVED,00,,,,,
931,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
931,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
932,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
932,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
933,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
933,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
934,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
934,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
935,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
935,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
936,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
936,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
937,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
937,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
938,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
938,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
939,MOSI,WRITE,64,0,0x034,TPM_DATA_CSUM_ENABLE,80 02 00 00 00 41 00 00 01 82 00 00 00 07 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B 9F 75 B6 82 3B FF 6B F1 02 4A 4E 20 36 71 9C DD 54 8D 3E BC 2B F1 DE 8E 7E F4 D0 ED 01 F9 4B F9,,,,,
939,MISO,WRITE,64,0,0x034,TPM_DATA_CSUM_ENABLE,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
941,MOSI,READ,1,0,0x01C,RESERVED,00,,,,,
941,MISO,READ,1,0,0x01C,RESERVED,84,,,,,
942,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
942,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
943,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
943,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
944,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
944,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
945,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
945,MISO,READ,4,0,0x018,TPM_STS,94 13 00 04,,,,,
947,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
947,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
948,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
948,MISO,READ,4,0,0x018,TPM_STS,94 09 00 04,,,,,
926,MOSI,READ,10,0,0x026,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
926,MISO,READ,10,0,0x026,TPM_DATA_FIFO,80 01 00 00 00 1B 00 00 00 00 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01,0x8001,27,0x0,SUCCESS,80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01
950,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
950,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
951,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
951,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
952,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
952,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
953,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
953,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
954,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
954,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
955,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
955,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
956,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
956,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
957,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
957,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
958,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
958,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
959,MOSI,WRITE,30,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,TPMI_ST_COMMAND_TAG.NO_SESSIONS,22,TPM_CC.GetCapability,GetCapability,00 00 00 05 00 00 00 00 00 00 00 01
959,MISO,WRITE,30,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
960,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
960,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
961,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
961,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
962,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
962,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
963,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
963,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
964,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
964,MISO,READ,4,0,0x018,TPM_STS,94 1F 00 04,,,,,
966,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
966,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
967,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
967,MISO,READ,4,0,0x018,TPM_STS,94 15 00 04,,,,,
965,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
965,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,0x8001,31,0x0,SUCCESS,00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
969,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
969,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
970,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
970,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
971,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
971,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
972,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
972,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
973,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
973,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
974,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
974,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
975,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
975,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
976,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
976,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
977,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
977,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
978,MOSI,WRITE,22,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,TPMI_ST_COMMAND_TAG.NO_SESSIONS,22,TPM_CC.GetCapability,GetCapability,00 00 00 06 00 00 01 12 00 00 00 01
978,MISO,WRITE,22,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
979,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
979,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
980,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
980,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
981,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
981,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
982,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
982,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
983,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
983,MISO,READ,4,0,0x018,TPM_STS,94 1B 00 04,,,,,
985,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
985,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
986,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
986,MISO,READ,4,0,0x018,TPM_STS,94 11 00 04,,,,,
984,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
984,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18,0x8001,27,0x0,SUCCESS,01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
988,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
988,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
989,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
989,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
990,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
990,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
991,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
991,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
992,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
992,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
993,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
993,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
994,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
994,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
995,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
995,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
996,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
996,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
998,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
998,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
999,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
999,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1000,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
1000,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1001,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1001,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1002,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1002,MISO,READ,4,0,0x018,TPM_STS,94 13 00 04,,,,,
1004,MOSI,READ,1,0,0x01C,RESERVED,00,,,,,
1004,MISO,READ,1,0,0x01C,RESERVED,94,,,,,
1005,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1005,MISO,READ,4,0,0x018,TPM_STS,94 09 00 04,,,,,
1003,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1003,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00,0x8002,19,0x0,SUCCESS,00 00 00 00 00 00 01 00 00
1007,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1007,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1008,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1008,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1009,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1009,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1010,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1010,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1011,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1011,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
1012,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1012,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
1013,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1013,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1014,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1014,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
1015,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1015,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
1016,MOSI,WRITE,22,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,TPMI_ST_COMMAND_TAG.NO_SESSIONS,22,TPM_CC.GetCapability,GetCapability,00 00 00 05 00 00 00 00 00 00 00 01
1016,MISO,WRITE,22,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
1017,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1017,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1018,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1018,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1019,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
1019,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1020,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1020,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1021,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1021,MISO,READ,4,0,0x018,TPM_STS,94 1F 00 04,,,,,
1023,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1023,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1024,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1024,MISO,READ,4,0,0x018,TPM_STS,94 15 00 04,,,,,
1022,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1022,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,0x8001,31,0x0,SUCCESS,00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
1026,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1026,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1027,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1027,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1028,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1028,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1029,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1029,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1030,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1030,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
1031,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1031,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
1032,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1032,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1033,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1033,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
1034,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1034,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
1035,MOSI,WRITE,30,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 16 00 00 01 FA 00 00 00 06 00 00 01 12 00 00 00 01,0x8001,22,0x1fa,UNKNOWN_TPM_COMMAND,00 00 00 06 00 00 01 12 00 00 00 01
1035,MISO,WRITE,30,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
1036,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1036,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1037,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1037,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1038,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
1038,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1039,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1039,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1040,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1040,MISO,READ,4,0,0x018,TPM_STS,94 1B 00 04,,,,,
1042,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1042,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1043,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1043,MISO,READ,4,0,0x018,TPM_STS,94 11 00 04,,,,,
1041,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1041,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18,0x8001,27,0x0,SUCCESS,01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
1045,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1045,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1046,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1046,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1047,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1047,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1048,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1048,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1049,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1049,MISO,READ,1,0,0x000,TPM_ACCESS,A1,,,,,
1050,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1050,MISO,READ,1,0,0x018,TPM_STS,04,,,,,
1051,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1051,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1052,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1052,MISO,READ,1,0,0x018,TPM_STS,44,,,,,
1053,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1053,MISO,READ,4,0,0x018,TPM_STS,44 FF 00 04,,,,,
1054,MOSI,WRITE,64,0,0x024,TPM_DATA_FIFO,80 02 00 00 00 41 00 00 01 82 00 00 00 07 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B 8F 63 1C 25 4F 37 7B 06 1E 58 BA D2 FE 9B 28 E0 5D B9 42 F5 9D 53 E3 F0 5D A8 80 21 61 83 45 E8,TPMI_ST_COMMAND_TAG.SESSIONS,65,TPM_CC.PCR_Extend,PCR_Extend,00 00 00 07 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B 8F 63 1C 25 4F 37 7B 06 1E 58 BA D2 FE 9B 28 E0 5D B9 42 F5 9D 53 E3 F0 5D A8 80 21 61 83 45 E8
1054,MISO,WRITE,64,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,,,,
1056,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1056,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1057,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1057,MISO,READ,1,0,0x018,TPM_STS,84,,,,,
1058,MOSI,WRITE,1,0,0x018,TPM_STS,20,,,,,
1058,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1059,MOSI,READ,1,0,0x018,TPM_STS,00,,,,,
1059,MISO,READ,1,0,0x018,TPM_STS,94,,,,,
1060,MOSI,READ,4,0,0x018,TPM_STS,00 00 00 00,,,,,
1060,MISO,READ,4,0,0x018,TPM_STS,94 13 00 04,,,,,
1062,MOSI,READ,1,0,0x01C,RESERVED,00,,,,,
1062,MISO,READ,1,0,0x01C,RESERVED,94,,,,,
1063,MOSI,READ,4,0,0x01C,RESERVED,00 00 00 00,,,,,
1063,MISO,READ,4,0,0x01C,RESERVED,94 09 00 04,,,,,
1061,MOSI,READ,10,0,0x024,TPM_DATA_FIFO,00 00 00 00 00 00 00 00 00 00,,,,,
1061,MISO,READ,10,0,0x024,TPM_DATA_FIFO,80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00,0x8002,19,0x0,SUCCESS,00 00 00 00 00 00 01 00 00
1065,MOSI,WRITE,1,0,0x018,TPM_STS,40,,,,,
1065,MISO,WRITE,1,0,0x018,TPM_STS,00,,,,,
1066,MOSI,WRITE,1,0,0x000,TPM_ACCESS,20,,,,,
1066,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1067,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
1067,MISO,READ,1,0,0x000,TPM_ACCESS,81,,,,,
1068,MOSI,WRITE,1,0,0x000,TPM_ACCESS,02,,,,,
1068,MISO,WRITE,1,0,0x000,TPM_ACCESS,00,,,,,
1069,MOSI,READ,1,0,0x000,TPM_ACCESS,00,,,,,
